proverb_id,proverb,meaning,theme,example
P428,দেখেছি রূপসাগরে মনের মানুষ কাঁচা সোনা- বাউলগীতি,"প্রকৃতপক্ষে সুন্দর"" মানুষদের একটা আলাদা জগত",general,"অফিসের সবাই যখন ঊর্ধ্বতন কর্মকর্তাদের মন জয় করতে ব্যস্ত, তখন অনির্বাণ নিজের কাজে সম্পূর্ণ নিমগ্ন ছিল। সে কারো তোষামোদ না করে কেবল নিখুঁত ও মানসম্মত প্রেজেন্টেশন জমা দিত। শেষ পর্যন্ত ম্যানেজমেন্ট তার ব্যতিক্রমী কর্মদক্ষতা মূল্যায়ন করে তাকেই প্রধান হিসেবে নির্বাচিত করল।"
P429,"ধনে অহঙ্কার নয়, মনে অহঙ্কার১","ধনের অহঙ্কার আসল অহঙ্কার নয়, মনের অহঙ্কারই হল আসল অহঙ্কার।",general,"অফিসে নতুন পদোন্নতি পাওয়ার পর থেকেই সমীর তার জুনিয়র সহকর্মীদের সাথে অত্যন্ত রূঢ় আচরণ করতে শুরু করল। সে ভুলে গেল যে পদের ক্ষমতা ক্ষণস্থায়ী এবং মানুষের সাথে করা ভালো ব্যবহারই আসল পরিচয়। ফলস্বরূপ, পুরো টিম তার বিরুদ্ধে উচ্চপদস্থ কর্তপক্ষের কাছে লিখিত অভিযোগ দায়ের করল।"
P430,ন চলতি খলু বাক্যং সাধুনাং কদাচিৎ,সাধুদের বাক্যের কখনো অন্যথা হয় না।,general,অফিসের ঊর্ধ্বতন কর্মকর্তা সুমিত বাবু টিম মিটিংয়ে প্রতিশ্রুতি দিয়েছিলেন যে কঠোর পরিশ্রমী কর্মীদেরই এবার পদোন্নতি দেওয়া হবে। বছর শেষে মূল্যায়নের সময় তিনি তাঁর সেই কথামতোই সবচেয়ে যোগ্য কর্মীকে পদোন্নতি প্রদান করলেন। এতে প্রমাণ হলো যে দায়িত্বশীল মানুষের দেওয়া প্রতিশ্রুতি কখনো মিথ্যা হয় না।
P431,পাপের লেশ সুখের শেষ,বিন্দুমাত্র পাপ সঞ্চিত হলেই সুখ অন্তর্হিত হয়।,general,অফিসে সহকর্মীর ফাইল থেকে গোপনে আইডিয়া চুরি করে মিতুল নিজের নামে জমা দিল। এই অনৈতিক উপায়ে সে সহজেই ম্যানেজারের বাহবা ও কাঙ্ক্ষিত পদোন্নতি বাগিয়ে নিল। কিন্তু কিছুদিন পরেই এই জালিয়াতির কথা ফাঁস হয়ে যাওয়ায় তার সমস্ত অর্জন মুহূর্তেই ধূলিসাৎ হয়ে গেল।
P432,ফর্সা কাপড়ে মান বাড়ে,পোষাক-পরিচ্ছদ পরিচ্ছন্ন হলে সবার মাঝে গ্রহণযোগ্যতা বৃদ্ধি পায়।,general,বার্ষিক মূল্যায়নের ঠিক আগে অর্ণব তার পুরনো ও অগোছালো উপস্থাপনাগুলোকে সম্পূর্ণ নতুন রূপ দিল। সে সমস্ত ভুলত্রুটি শুধরে তথ্যগুলোকে অত্যন্ত পরিপাটি ও সুন্দরভাবে সাজিয়ে ম্যানেজারের সামনে পেশ করল। তার এই পেশাদারিত্বের ছাপ দেখে ঊর্ধ্বতন কর্তৃপক্ষ মুগ্ধ হয়ে তাকে সিনিয়র প্রজেক্ট ম্যানেজার পদে উন্নীত করলেন।
P433,"বললাম কথা সবার মাঝে, যার কথা তার গায়ে বাজে",ইঙ্গিতে কাউকে দোষী বলে চিহ্নিত করা।,general,দোকানদারদের সমিতির সভায় সভাপতি ঘোষণা করলেন যে কিছু অসাধু ব্যবসায়ী বাকিতে মাল নিয়ে সময়মতো পরিশোধ না করে বাজারের সুনাম ক্ষুণ্ন করছে। তিনি কোনো নির্দিষ্ট ব্যক্তির নাম উচ্চারণ করলেন না কিন্তু উপস্থিত এক প্রভাবশালী মহাজন এই সমালোচনায় দারুণভাবে ক্ষুব্ধ হলেন। তিনি বুঝতে পারলেন এই তির্যক মন্তব্যটি আদতে তার দীর্ঘদিনের ঋণখেলাপী স্বভাবের দিকেই আঙুল তুলছে।
P434,ভাঙ্গাঘরে বাস ভাবনা বারো মাস,অর্থের টানাটানিতে সবসময়ে মনোকষ্ট থাকে।,general,অফিসে নতুন পদোন্নতি পাওয়ার জন্য সবাই মরিয়া হয়ে দৌড়ালেও সাকিবের পকেটে পর্যাপ্ত সঞ্চয় না থাকায় তার দুশ্চিন্তার অন্ত নেই। সে অতিরিক্ত কাজের চাপ ও অনিশ্চিত বেতনের কারণে প্রতিদিন চরম মানসিক যন্ত্রণায় ভোগে। এই আর্থিক সংকটের কারণে তার মন সবসময় বিক্ষিপ্ত থাকে এবং কোনো কাজেই সে ঠিকমতো মনোযোগ দিতে পারে না।
P435,মনকে চোখ ঠারা,বিবেককে ধোঁকা দেওয়া; জেনেবুঝে দোষ করে বাজে অছিলায় মনকে প্রবোধ দেওয়া।,general,সহকর্মীর গুরুত্বপূর্ণ প্রজেক্টের ফাইল নিজের নামে চালিয়ে দিয়ে সে উচ্চপদস্থ কর্মকর্তার কাছে বাহবা কুড়াল। পরবর্তীতে নিজের ভেতরের তাড়না ঢাকতে সে নিজেকে বোঝাল যে তীব্র প্রতিযোগিতার বাজারে এই কৌশল না নিলে টিকে থাকা অসম্ভব। অথচ সে ভালোভাবেই জানত যে এই অনৈতিক পদোন্নতি তার ভেতরের সততাকে চিরতরে হত্যা করেছে।
P436,যেমন ক্ষেপা তেমনি ক্ষেপি,দুজনেই বদমেজাজী।,general,"অফিসের সিনিয়র ম্যানেজার এবং নতুন টিম লিড উভয়েই অত্যন্ত উগ্র মেজাজের মানুষ ছিলেন। কোনো একটি ছোট ভুল নিয়ে তারা মিটিংয়ে একে অপরের ওপর চিল চিৎকার শুরু করেন। ফলস্বরূপ, পুরো ডিপার্টমেন্টের কাজের পরিবেশ নষ্ট হয়ে যায় এবং কোনো প্রজেক্টই সময়মতো শেষ হয়নি।"
P437,রাঙতাই গরীবের গহনা/সোনা,গরীব অল্পেই তুষ্ট।,general,বার্ষিক মূল্যায়নে বড় পদোন্নতি বা কাঙ্ক্ষিত ইনক্রিমেন্ট না পেলেও সিনিয়ররা তাকে একটি সাধারণ প্রশংসাপত্র ধরিয়ে দিলেন। সে কোনো অসন্তোষ প্রকাশ না করে হাসিমুখে সেই স্বীকৃতিটিকেই নিজের কাজের বড় প্রাপ্তি হিসেবে মেনে নিল। তার এই অল্পে সন্তুষ্ট থাকার মানসিকতা দেখে ঊর্ধ্বতন কর্তৃপক্ষ ভবিষ্যতে তাকে আরও দায়িত্বশীল পদে বিবেচনা করার সিদ্ধান্ত নিলেন।
P438,লাঠির আগে ভূত ভাগে,লাঠির আঘাতকে সবাই ভয় করে; মূর্খস্য লাঠ্যৌষধি।,general,ক্লায়েন্ট দীর্ঘদিন ধরে সফটওয়্যারের ছোটখাটো ত্রুটিগুলো বারবার বলার পরেও কোনো কর্ণপাত করছিল না। ডেভেলপার দল শেষ পর্যন্ত সম্পূর্ণ পেমেন্ট আটকে দিয়ে চুক্তি বাতিলের চূড়ান্ত নোটিশ পাঠিয়ে দিল। এই কঠোর পদক্ষেপে টনক নড়ল এবং মাত্র একদিনের মধ্যে সমস্ত বাগ ঠিক করে ফেলা হলো।
P439,শুয়োরের কপালে সিঁদুর লাগে না,মন্দলোক কখনো ভালো হয় না।,general,অফিসের সিনিয়র ম্যানেজার দীর্ঘদিন ধরে সহকর্মীদের সাথে প্রতারণা করে এবং নিজের অযোগ্যতা ঢাকতে অন্যের কৃতিত্ব চুরি করে। উচ্চপদস্থ কর্তারা তাকে শুধরে যাওয়ার সুযোগ দিয়ে একটি বড় প্রকল্পের দায়িত্ব দেন। কিন্তু সে বরাবরের মতো দুর্নীতি করে ধরা পড়ে এবং চাকরি হারায়।
P440,ষোল আনা উসুল/লাভ,পুরোটাই আদায়/লাভ।,general,বার্ষিক মূল্যায়নে সিনিয়র ম্যানেজার তার দীর্ঘদিনের বকেয়া ইনসেন্টিভ ও নতুন পদের দায়িত্ব একসাথে পাওয়ার জন্য জোরালো আবেদন করেন। ঊর্ধ্বতন কর্তৃপক্ষ তার বিগত বছরের সব লক্ষ্যমাত্রা শতভাগ অর্জিত হওয়ায় তাকে কাঙ্ক্ষিত পদোন্নতি এবং পুরো পাওনা এককালীন বুঝিয়ে দেন। এর ফলে তার বহুদিনের হতাশা দূর হয়ে পেশাগত জীবনের পুরো প্রাপ্য অর্জিত হয়।
P441,সংসার আনন্দময়; যার মনে যা লয়,"সুখদুঃখে জড়িয়ে জীবন; এর মধ্যেই আনন্দ খুঁজে নিতে হয়; যার মনে আনন্দ আছে, সে আনন্দ খুঁজে পায়; যার মনে দুঃখ আছে, সে দুঃখে ডুবে থাকে।",general,অফিসের বার্ষিক মূল্যায়নে অনেক কর্মী কাঙ্ক্ষিত পদোন্নতি না পেয়ে হতাশায় নিমজ্জিত হন। কেউ কেউ এই ব্যর্থতাকে জীবনের শেষ ধরে নিয়ে কর্মস্পৃহা হারিয়ে ফেলেন। আবার দূরদর্শী কিছু কর্মী এই পরিস্থিতিকে নতুন দক্ষতা অর্জনের সুযোগ হিসেবে গ্রহণ করে সাফল্যের শীর্ষে পৌঁছান।
P442,হাতির দর্প চূর্ণ পাহাড়ের কাছে,প্রবল পরাজিত হয় প্রবলতরের কাছে; বাপেরও বাপ আছে।,general,অফিসের সবচেয়ে প্রভাবশালী ও দুর্নীতিবাজ ম্যানেজার সবাইকে নিজের ইচ্ছামতো চালাতেন এবং কেউ তার অন্যায়ের প্রতিবাদ করার সাহস পেত না। কিন্তু কোম্পানির নতুন শীর্ষ পরিচালক যোগ দিয়েই তার সব অনৈতিক কর্মকাণ্ড ধরে ফেলেন। ফলে ওই অহংকারী কর্মকর্তার চাকরি চলে যায় এবং সবাই বুঝতে পারে ক্ষমতারও উপরে অন্য ক্ষমতা থাকে।
P443,অন্ধের কিবা রাত্রি কিবা দিন,অন্ধের কাছে দিনরাত্রি কোন প্রভেদ নেই- দুই সমান; অভাগার বাছবিচার করা বাতুলতা।,general,অদক্ষ কোডিং এবং দুর্বল সিস্টেম আর্কিটেকচারের কারণে প্রজেক্টের সার্ভারটি প্রতি ঘণ্টায় ক্র্যাশ করতে শুরু করল। ক্লায়েন্ট আগে থেকেই কাজের মান নিয়ে চরম অসন্তুষ্ট ছিল এবং শেষ মুহূর্তে অর্থ পরিশোধ না করার সিদ্ধান্ত নিয়েছিল। এই পরিস্থিতিতে নতুন করে কোনো বাগ ফিক্স করার চেষ্টা করা আর সময়ের অপচয় ছাড়া আর কিছুই ছিল না।
P444,"আম পাকলে মিঠা, মানুষ পাকলে তিতা","পরিণত-বুদ্ধি হলে মানুষ স্বার্থান্বেষী হয়, নিজের ভালো ও পরের মন্দ খোঁজে।",general,অফিসের জুনিয়র কর্মীরা শুরুর দিকে খুব হাসিমুখে সবার সব কাজ করে দিতো। কিন্তু কয়েক বছর অভিজ্ঞতা অর্জনের পর তারা পদোন্নতি পেয়ে অফিসের বাকিদের কোণঠাসা করা শুরু করল। শেষ পর্যন্ত তাদের কূটকৌশলে অনেক পুরোনো কর্মী চাকরি ছাড়তে বাধ্য হলো।
P445,ইট পড়লে পাটকেলও পড়ে,অন্যের ক্ষতি করলে নিজেরও ক্ষতি হয়; কারো সাথে দুর্ব্যবহার করলে বিনিময়ে দুর্ব্যবহার পেতে হয়,general,অফিসে সহকর্মীর বিরুদ্ধে মিথ্যা অভিযোগ তুলে তার পদোন্নতি আটকে দিয়েছিলেন সায়ন। কিছুদিন পর ঊর্ধ্বতন কর্তৃপক্ষ তার নিজের অতীতের অনেক গোপন অনিয়ম খুঁজে বের করে। ফলে তার নিজের চাকরিটাই আজ চরম অনিশ্চয়তার মুখে পড়েছে।
P446,উৎপাতের কড়ি চিৎপাতে যায়,অসদুপায়ে অর্জিত অর্থ বাজেভাবে খরচ হয়।,general,সহকর্মীদের মিথ্যা তথ্য দিয়ে কৌশলে পদোন্নতি বাগিয়ে নিয়েছিলেন রোহিত। কিন্তু নতুন বড় দায়িত্ব পাওয়ার পর নিজের অদক্ষতার কারণে বড় ভুল করে বসেন তিনি। শেষ পর্যন্ত সেই ভুল ধরা পড়ায় চাকরি হারাতে হয় তাকে।
P447,এক কোপে বটগাছকে ফেলা যায় না,বৃহৎকে সহজে কাবু করা যায় না।,general,প্রতিষ্ঠানের শীর্ষ ব্যবস্থাপনার পদে পৌঁছাতে হলে অল্প সময়ে অলৌকিক কিছু করা সম্ভব নয়। নিয়মিত কঠোর পরিশ্রম এবং দীর্ঘমেয়াদি পরিকল্পনা নিয়ে প্রতিটি ধাপ অতিক্রম করতে হয়। এর ফলে ধীরে ধীরে কাঙ্ক্ষিত নেতৃত্বের আসনে পৌঁছানো সফলভাবে সম্ভব হয়।
P448,কথার গুণে বার্তা নষ্ট,বাকচাতুর্যে আসল কথা হারিয়ে যায়; বাক্যদোষে ঈপ্সিত ফললাভ হয় না।,general,"বার্ষিক মূল্যায়নের সময় অনির্বাণ তার কাজের আসল অর্জনগুলো তুলে ধরার পরিবর্তে জটিল সব ইংরেজি পরিভাষা ব্যবহার করে বড়াই করতে শুরু করল। তার এই অতিরিক্ত বাগাড়ম্বরের কারণে ঊর্ধ্বতন কর্তৃপক্ষ বিরক্ত হয়ে তার মূল দায়িত্বের প্রতি আস্থা হারিয়ে ফেলল। ফলস্বরূপ, যোগ্য হওয়া সত্ত্বেও সে কাঙ্ক্ষিত উচ্চপদটি পেল না।"
P449,"খনা ডেকে বলে যান, রোদে ধান ছায়ায় পান","আলোতে ধান এবং ছায়াতে পানের চাষ করতে হয়। (শস্যগণনা, চাষ করার সময়নির্ণয়)",general,অফিসের বার্ষিক মূল্যায়নে ভালো ফল করতে হলে সঠিক সময় ও কাজের ধরন বুঝে এগোতে হয়। তাই সোহেল রুটিনমাফিক দীর্ঘমেয়াদী প্রকল্পগুলোতে নিজের সর্বোচ্চ মনোযোগ নিবেশ করল এবং রুটিন কাজের দায়িত্ব সহকর্মীদের মধ্যে সুচারুভাবে ভাগ করে দিল। এর ফলে ব্যবস্থাপকের নজর কাড়তে পেরে সে কাঙ্ক্ষিত পদোন্নতি অর্জন করল।
P450,গঙ্গাজলে ধুলেও কলঙ্ক যায় না,কলঙ্ক যাবার নয়; মরার আগে কলঙ্ক মোছে না।,general,বিগত বছরে বার্ষিক মূল্যায়নের সময় সোহেল একটি বড় আর্থিক জালিয়াতি করে ফেলছিল যা পরে ধামাচাপা পড়ে যায়। যদিও সে বর্তমানে কঠোর পরিশ্রম করে নিজের ভাবমূর্তি ফেরানোর চেষ্টা করছে এবং ঊর্ধ্বতন কর্মকর্তাদের মন জয় করেছে। কিন্তু কোম্পানির পুরনো কর্মচারীরা আজও তার অতীত ভুলের কথা ভোলেনি এবং সুযোগ পেলেই তার সততা নিয়ে প্রশ্ন তোলে।
P451,ঘরচোরকে পেরে ওঠা দায়,নিজের লোক অনিষ্টকারী হলে সেই অনিষ্ট রোখা কঠিন।,general,বার্ষিক পদোন্নতির দৌড়ে এগিয়ে যাওয়ার জন্য রিয়াদ তার দলের অন্যতম বিশ্বস্ত সহকর্মীকে সমস্ত গোপন কৌশল শিখিয়ে দিয়েছিল। কিন্তু সেই সহকর্মী গোপনে ঊর্ধ্বতন কর্তৃপক্ষের কাছে রিয়াদের ভুলত্রুটিগুলো বাড়িয়ে শুনিয়ে নিজের পথ পরিষ্কার করে নেয়। শেষ পর্যন্ত কোম্পানির অভ্যন্তরীণ এই বিশ্বাসঘাতকতার কারণে রিয়াদ পদোন্নতির তালিকা থেকে সম্পূর্ণ বাদ পড়ে যায়।
P452,চিল চিনে উচু ডাল; মাছ চিনে গভীর জল,নিজের পছন্দ অনুসারে যে যার স্থান নির্বাচন করে।,general,অফিসের সিনিয়র ম্যানেজার পদে পদোন্নতির সুযোগ আসতেই উচ্চাকাঙ্ক্ষী কর্মীরা লবিং শুরু করে দিল। অন্যদিকে নিরবচ্ছিন্ন পরিশ্রমী প্রার্থীরা শুধু নিজেদের কাজের মানোন্নয়নে সম্পূর্ণ মনোযোগ নিবদ্ধ রাখল। শেষ পর্যন্ত প্রত্যেকে তাদের স্বভাব ও কৌশল অনুযায়ী উপযুক্ত পদ ও সম্মান অর্জন করল।
P453,"ছাদনদড়ি গোদাবাড়ী, যে আমার আমি তারি",যে আমায় দেখে আমি তারি অধীন; দৃঢ় নীতিজ্ঞানশূন্য ব্যক্তি।,general,অফিসের ঊর্ধ্বতন কর্মকর্তার তোষামোদি করে জুনিয়র কর্মীরা দ্রুত পদোন্নতির ফন্দি আঁটে। যোগ্যতার মূল্যায়ন না করে কর্তার মন জুগিয়ে চলাই তাদের একমাত্র পেশাগত নীতি হয়ে দাঁড়ায়। এর ফলে মেধাবী কর্মীরা কোণঠাসা হয়ে পড়ে এবং প্রতিষ্ঠানের সামগ্রিক কার্যক্ষমতা মারাত্মকভাবে হ্রাস পায়।
P454,জলে তেল সহজে বিতায়,সমমর্মী হলে সৌভ্রাতৃত্ব সহজে গড়ে ওঠে।,general,অফিসের নতুন মহাব্যবস্থাপক আসার পর থেকে কাজের পরিবেশ কিছুটা থমথমে হয়ে পড়েছিল। কিন্তু জ্যেষ্ঠ কর্মকর্তা রহমান সাহেব সবার মানসিকতা বুঝতে পেরে সবার সাথে নিয়মিত খোলামেলা আলোচনা শুরু করলেন। তার এমন আন্তরিক ও মিশুক আচরণের ফলে পুরো টিমের সদস্যরা কাজের প্রতি নতুন উদ্দীপনা ফিরে পেল।
P455,ঝামেলায় না পড়লে ঝামেলার (দুশ্চিন্তা) পিছু নিও না,অনাবশ্যক ঝামেলায় না জড়ানোর পক্ষে চেতাবনি।,general,অফিসের জ্যেষ্ঠ কর্মকর্তাদের অভ্যন্তরীণ দ্বন্দ্বে জুনিয়র কর্মকর্তা অনীশ নিজেকে জড়ানোর প্রবল ইচ্ছা প্রকাশ করল। সহকর্মীদের নিষেধ সত্ত্বেও সে বিবাদে নাক গলাতে গেল। শেষ পর্যন্ত সে চাকরি হারাল এবং তার ক্যারিয়ার অনিশ্চিত হয়ে পড়ল।
P456,টাকা বাড়লে দেমাক বাড়ে,খুব কম অর্থশালীই বিনয়ী হয়।,general,অফিসে নতুন উচ্চপদে আসীন হওয়ার পর থেকেই অনিমেশ তার পুরনো সহকর্মীদের সঙ্গে দূরত্ব বজায় চলতে শুরু করল। সে এখন কোনো পরামর্শ শুনতে নারাজ এবং জুনিয়রদের ওপর প্রতিনিয়ত অযথা কতৃত্ব ফলানো শুরু করেছে। তার এই উদ্ধত আচরণের কারণে পুরো বিভাগের কাজের পরিবেশ এখন ভীষণ অস্বস্তিকর হয়ে উঠেছে।
P457,ঠেকে শেখে আর দেখে শেখে,অজ্ঞানীরা নিজের কষ্ট থেকে শিক্ষা পায়; জ্ঞানীরা অপরের অজ্ঞতার ফল দেখে শিক্ষা নেয়।,general,সহকর্মী রনি প্রতিটি কাজে বারবার ভুল করে শেষ পর্যন্ত নিজের চাকরি হারাচ্ছিল। আমি তার এই ব্যর্থতার অভিজ্ঞতা গভীরভাবে পর্যবেক্ষণ করলাম। ফলে আমি সময়মতো কাজ জমা দেওয়ার অভ্যাস গড়ে তুললাম।
P458,ডিম ফোটার আগেই মুরগীর ছানা গোনা,আগাম সুখকল্পনা।,general,সফটওয়্যারের কোডিং আংশিক শেষ হতেই তানিম ক্লায়েন্টের কাছ থেকে পুরো পেমেন্ট পাওয়ার দাবি তুলল। সে ভবিষ্যতের লাভজনক প্রজেক্টগুলোর কথা ভেবে এখনই ব্যয়বহুল অফিস স্পেস ভাড়া নিয়ে ফেলল। অথচ সামান্য একটি টেকনিক্যাল ত্রুটির কারণে ক্লায়েন্ট পুরো কাজ বাতিল করে দিল।
P459,ঢেঁকির কচকচি থামলেই মিষ্টি,বিরক্তিকর একঘেয়েমি থেকে মুক্তি।,general,অফিসে সারাদিন বসের অনর্থক বকাঝকা আর কাজ নিয়ে কটা কথার অত্যাচার সহ্য করতে হচ্ছিল। সন্ধ্যায় সেই কঠিন প্রজেক্টের কাজ সফলভাবে শেষ হওয়ার পর এক অদ্ভুত স্বস্তি নেমে এল। এই দীর্ঘ মানসিক চাপ থেকে মুক্তি পাওয়ার অনুভূতিটি সত্যিই অতুলনীয়।
P460,তৃণবন্মন্যতে জগৎ,অর্থশালীরা জগতকে তৃণের মত জ্ঞান করে।,general,বার্ষিক মূল্যায়নের সময় শীর্ষ কর্মকর্তা তার জুনিয়র সহকর্মীদের কঠোর পরিশ্রম ও নিষ্ঠাকে সম্পূর্ণ অবহেলা করলেন। তিনি নিজের পদমর্যাদার অহংকারে অন্যদের মতামতকে তুচ্ছ জ্ঞান করে একতরফা সিদ্ধান্ত নিলেন। এর ফলে পুরো টিমের মনোবল ভেঙে গেল এবং কাজের মান দ্রুত হ্রাস পেল।
P461,দিনগত পাপক্ষয়,গতানুগতিকভাবে প্রতিদিনের কাজ করে সময় অতিবাহন; মনযোগ না দিয়ে কোন কাজ দায়সারাভাবে সম্পাদন।,general,বার্ষিক মূল্যায়নের মুখোমুখি হওয়ার ভয়ে অনিক প্রতিদিন শুধু হাজিরা খাতায় স্বাক্ষর করেই নিজের ডেস্কে বসে থাকত। সে কোনো নতুন প্রকল্প বা বাড়তি দায়িত্ব নেওয়ার সাহস করত না। এর ফলে তার কর্মদক্ষতার কোনো উন্নতি ঘটেনি এবং সে বছরের পর বছর একই পদে আটকে রইল।
P462,"ধনে অহঙ্কার নয়, মনে অহঙ্কার২",ধনে যে অহঙ্কার জন্মে; আসলে সেটা মনেই জন্মে।,general,ছোট একটি কোডিং সমস্যা সমাধান করেই অর্নব নিজেকে শ্রেষ্ঠ ডেভেলপার হিসেবে জাহির করতে শুরু করে। সে ক্লায়েন্টের সাধারণ পরামর্শগুলো অবহেলা করে নিজের মতো কোড করতে থাকে। পরিণামে প্রজেক্ট জমা দেওয়ার ঠিক আগে বড় ধরনের ত্রুটি ধরা পড়ে এবং তার পুরো কাজ বাতিল হয়ে যায়।
P463,ন সাহসমনারুহ্য নরো ভদ্রাণি পশ্যতি,বিনা সাহসে কোন মানুষ বড় কিছু করতে পারে না।,general,"অফিসের সবচেয়ে কঠিন প্রজেক্টটি নেওয়ার দায়িত্ব যখন সিনিয়র ম্যানেজমেন্ট সবার সামনে প্রস্তাব করল, তখন ভয়ে সবাই পিছিয়ে গেল। অমিয় ঝুঁকি জেনেও স্বেচ্ছায় সেই কঠিন কাজটি নিজের কাঁধে তুলে নিল এবং একটানা পরিশ্রম করে সফলভাবে তা সম্পন্ন করল। তার এই দূরদর্শী ও সাহসী পদক্ষেপে খুশি হয়ে কোম্পানি তাকে সরাসরি বিভাগীয় প্রধান হিসেবে পদোন্নতি দিল।"
P464,পাকা লোক ফাঁকা কথায় ভোলে না,চালাককে বোকা বানানো যায় না।,general,অফিসে নতুন যোগ দেওয়া ম্যানেজার সাহেব কাজের চেয়ে বড় বড় আশ্বাসের বেলুন ফোলাতে শুরু করলেন। কিন্তু জ্যেষ্ঠ বিশ্লেষক রায়হান সাহেব বিগত বছরের অভিজ্ঞতা থেকে বুঝতে পেরেছিলেন যে এই মিষ্টি কথায় কোনো কাজ হবে না। শেষ পর্যন্ত সেই ব্যবস্থাপকের কোনো প্রতিশ্রুতিই বাস্তবায়িত হয়নি এবং রায়হান সাহেব সময়মতো নিজের কাজ গুছিয়ে সফল হলেন।
P465,ফাঁকা কলসি বাজে বেশি,গুণহীন ব্যক্তির গর্জন বেশি; সারশূন্য ব্যক্তির বাগাড়ম্বর বেশি।,general,অফিসের নতুন প্রজেক্টে সাফল্যের জন্য মিটিংয়ে এক সহকর্মী প্রতিদিন বড় বড় তত্ত্ব ও স্লোগান দিচ্ছিল। কিন্তু মূল কাজের সময় তার কোনো কোডিং বা ডাটা অ্যানালিসিস জমা পড়েনি। শেষ পর্যন্ত দেখা গেল তার তৈরি করা প্রেজেন্টেশনটি একেবারেই অন্তঃসারশূন্য ছিল।
P466,ব্যাঙের শোকে সাপের চোখে জল,মেকি শোকপ্রকাশ।,general,অফিসের বার্ষিক মূল্যায়নে সিনিয়র ম্যানেজার প্রমোশন না পাওয়ায় তরুণ সহকর্মীটি প্রকাশ্য সভায় অঝোরে কাঁদতে শুরু করল। অথচ গোপনে সে নিজেই ম্যানেজারের বিরুদ্ধে গোপনে ঊর্ধ্বতন কর্তৃপক্ষের কাছে দুর্নীতির বেনামি চিঠি পাঠিয়েছিল। তার এই অভিনয়ে সবাই বোকা বনে গেলেও আসল সত্যটি কারোরই অজানা রইল না।
P467,ভাঙ্গা পা খানায়/গর্তে পড়ে,অক্ষমের ভুল বেশি হয়; বিপদ ঘরে ঢোকার জন্য ছিদ্র খোঁজে।,general,অনভিজ্ঞ কর্মকর্তা রিয়াদ নির্ধারিত সময়ে কাজের কোটা পূরণ করতে পারছে না। সে চাপের মুখে ভুলভাবে ইমেল ফরওয়ার্ড করায় পুরো প্রজেক্টের গোপন তথ্য ফাঁস হয়ে গেল। ফলে তার ঊর্ধ্বতন কর্তৃপক্ষ তাকে চাকরিচ্যুত করার সিদ্ধান্ত নিল।
P468,মনে মধু মুখে বিষ,বাইরে মিষ্টি ভিতর তিতা; প্রবৃত্তি শরীর থেকে ভিন্ন নয়,general,পাইকারি বাজারের নতুন ব্যবসায়ী রফিক ভাই সবসময় খুব বিনয়ী ভাষায় কথা বলতেন এবং বাকিতে পণ্য নেওয়ার সময় নানা রকম মিষ্টি প্রতিশ্রুতি দিতেন। আমি তার সজ্জন আচরণে গলে গিয়ে বড় অঙ্কের পণ্য বাকিতে সরবরাহ করেছিলাম। কিন্তু টাকা পরিশোধের নির্ধারিত সময় আসতেই তিনি দোকান বন্ধ করে উধাও হয়ে গেলেন এবং বহু দেনা আমার ঘাড়ে চাপিয়ে গেলেন।
P469,যখন যার কপাল বাঁকে দূর্বাবনে বাঘ ঝাঁকে,ভাগ্য মন্দ হ'লে সবদিক থেকে বিপদে পড়ার আশঙ্কা থাকে।,general,বার্ষিক মূল্যায়নের ঠিক আগ মুহূর্তে সুদীপ্ত সাহেবের গুরুত্বপূর্ণ প্রজেক্টের ফাইলটি হঠাৎ নিখোঁজ হয়ে গেল। তিনি ঊর্ধ্বতন কর্তৃপক্ষকে বিষয়টি বুঝিয়ে বলার চেষ্টা করলেও উল্টো তাকে চরম দায়িত্বহীনতার অভিযোগে অভিযুক্ত করা হলো। এর মধ্যে আবার তার ব্যবহৃত ল্যাপটপটি হঠাৎ নষ্ট হয়ে যাওয়ায় সব ব্যাকআপ ডেটা হারিয়ে গেল এবং তিনি চাকরি হারানোর মুখে এসে দাঁড়ালেন।
P470,রাজার দোষে রাজ্য নষ্ট,রাজার দোষে দেশের সর্বনাশ হয়,general,"প্রধান নির্বাহী কর্মকর্তার ভুল কৌশলগত সিদ্ধান্তের কারণে সম্পূর্ণ বিভাগটির বার্ষিক লক্ষ্যমাত্রা অর্জিত হয়নি। শীর্ষ কর্তাব্যক্তির খামখেয়ালিপনায় কোম্পানির কর্মীরা চরম হতাশার মুখে পড়ে। ফলস্বরূপ, সম্ভাবনাময় হওয়া সত্ত্বেও পুরো টিমটি ছাঁটাইয়ের শিকার হলো।"
P471,লাগে টাকা দেবে গৌরীসেন,অর্থের যথেচ্ছ অপব্যবহার; চাহিবামাত্র যার কাছে টাকা পাওয়া যায় এমন ব্যক্তি,general,"বার্ষিক মূল্যায়নে ভালো পজিশন পাওয়ার আশায় সিনিয়র কর্মকর্তার জন্মদিনে বিলাসবহুল উপহার পাঠাল নবাগত কর্মী। নিজের পকেট থেকে অতিরিক্ত অর্থ খরচ করে সবার সামনে নিজেকে জাহির করল সে। ফলস্বরূপ, কোনো কাজের দক্ষতা না থাকা সত্ত্বেও সে দ্রুত পদোন্নতির সুযোগ পেয়ে গেল।"
